Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Sergio Alcantara#,18,20,79,71,5,8,1,0,0,5,1,0,4,17,.113,.169,.127,.296,9,1,1,2,1,0,1
Colin Bray#,22,130,560,490,78,151,25,8,3,52,27,9,47,109,.308,.370,.410,.781,201,6,5,12,6,0,0
Henry Castillo#,20,79,304,289,36,91,16,4,3,32,5,2,7,55,.315,.333,.429,.762,124,5,2,4,2,0,0
Galli Cribbs*,22,9,26,23,2,4,0,0,0,2,2,0,3,10,.174,.269,.174,.443,4,0,0,0,0,0,0
Josh Elander,24,14,55,45,6,11,2,0,0,2,0,1,8,7,.244,.382,.289,.671,13,2,2,0,0,0,0
Ryan Gebhardt,23,48,196,182,18,50,7,2,0,13,1,2,10,25,.275,.313,.335,.648,61,6,1,1,2,0,0
Oscar Hernandez,21,5,14,13,0,2,0,0,0,2,0,0,0,3,.154,.214,.154,.368,2,0,1,0,0,0,1
Marty Herum,23,129,555,511,71,155,23,6,7,79,5,5,29,77,.303,.339,.413,.752,211,16,4,1,10,2,0
Grant Heyman*,21,37,153,139,21,38,8,2,2,18,2,3,10,26,.273,.333,.403,.736,56,1,3,0,1,0,0
Ryan Hutchison,25,26,91,84,4,19,5,0,1,6,0,1,3,19,.226,.278,.321,.599,27,4,3,1,0,0,0
Scott Kalamar*,24,2,8,8,0,1,0,0,0,0,0,0,0,3,.125,.125,.125,.250,1,0,0,0,0,0,0
Dawel Lugo,20,22,86,81,12,27,1,1,0,3,2,2,4,13,.333,.372,.370,.742,30,2,1,0,0,0,1
Quinnton Mack,23,34,100,84,7,14,3,0,2,8,1,1,10,25,.167,.290,.274,.564,23,2,5,0,1,0,0
Dane McFarland,20,9,22,22,1,1,0,0,0,0,0,0,0,14,.045,.045,.045,.091,1,1,0,0,0,0,0
Steve McQuail,26,27,109,92,11,23,6,0,1,9,1,2,11,22,.250,.349,.348,.696,32,3,4,0,2,0,0
Jose Munoz,21,104,406,349,48,86,14,3,7,38,7,4,45,106,.246,.337,.364,.701,127,7,5,2,5,0,0
Fernery Ozuna,19,35,139,133,14,25,6,3,1,12,4,2,4,34,.188,.212,.301,.512,40,4,0,2,0,0,0
Michael Perez*,22,55,206,183,18,41,9,0,1,26,4,3,20,31,.224,.306,.290,.595,53,5,2,0,1,0,1
Jose Queliz,22,15,49,46,7,12,3,0,0,4,0,0,2,7,.261,.306,.326,.632,15,2,1,0,0,0,0
Cody Regis*,24,124,535,476,67,138,25,3,1,58,10,7,41,66,.290,.355,.361,.716,172,8,9,5,4,1,0
Victor Reyes#,20,121,458,424,57,132,17,5,2,59,13,4,22,58,.311,.343,.389,.732,165,11,1,6,5,1,1
Alvaro Rondon#,24,8,14,13,1,1,0,0,0,0,0,1,1,3,.077,.143,.077,.220,1,1,0,0,0,0,0
Elvin Soto#,23,33,114,101,11,23,5,1,1,5,1,2,9,24,.228,.288,.327,.615,33,1,0,3,1,0,0
Chuck Taylor#,21,73,331,289,39,81,7,2,0,24,8,3,28,48,.280,.354,.318,.672,92,5,7,3,4,2,0
Stryker Trahan*,21,59,226,208,31,49,16,1,11,42,1,0,15,67,.236,.284,.481,.765,100,3,0,1,2,2,0
Ildemaro Vargas#,23,86,384,336,62,108,18,3,5,39,9,6,35,16,.321,.385,.438,.823,147,8,3,5,5,1,1
